farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,crop_condition_description
FARM0149,South India,Soybean,31.24,5.88,22.84,211.54,79.19,8.76,Sprinkler,Inorganic,22.36,2024-01-16,2024-05-25,130,4375.72,SENS0149,2024-01-19,34.672063,88.678488,0.38,Severe,"Farm FARM0149 located in South India is cultivating Soybean. The soil moisture is 31.24%, pH level is 5.88, and temperature is 22.84°C. Rainfall recorded is 211.54 mm with a humidity of 79.19% and sunlight duration of 8.76 hours. Irrigation type used is Sprinkler. Fertilizer type is Inorganic with a pesticide usage of 22.36 ml. Crop sowing started on 2024-01-16 and is expected to be harvested by 2024-05-25, spanning 130 days. Yield is 4375.72 kg/hectare. Sensor used is SENS0149 with data recorded on 2024-01-19. Location coordinates are (34.672063, 88.678488). NDVI index is 0.38 and crop disease status is Severe."
FARM0150,Central USA,Soybean,33.9,7.03,34.09,242.59,40.83,4.41,Manual,Organic,6.79,2024-01-26,2024-05-20,115,4026.44,SENS0150,2024-04-15,27.815727,85.3422,0.55,Severe,"Farm FARM0150 located in Central USA is cultivating Soybean. The soil moisture is 33.9%, pH level is 7.03, and temperature is 34.09°C. Rainfall recorded is 242.59 mm with a humidity of 40.83% and sunlight duration of 4.41 hours. Irrigation type used is Manual. Fertilizer type is Organic with a pesticide usage of 6.79 ml. Crop sowing started on 2024-01-26 and is expected to be harvested by 2024-05-20, spanning 115 days. Yield is 4026.44 kg/hectare. Sensor used is SENS0150 with data recorded on 2024-04-15. Location coordinates are (27.815727, 85.3422). NDVI index is 0.55 and crop disease status is Severe."
FARM0151,North India,Soybean,28.82,5.81,16.67,69.76,86.05,9.85,Sprinkler,Mixed,19.7,2024-03-21,2024-08-06,138,5338.11,SENS0151,2024-04-06,17.754237,78.749721,0.87,Mild,"Farm FARM0151 located in North India is cultivating Soybean. The soil moisture is 28.82%, pH level is 5.81, and temperature is 16.67°C. Rainfall recorded is 69.76 mm with a humidity of 86.05% and sunlight duration of 9.85 hours. Irrigation type used is Sprinkler. Fertilizer type is Mixed with a pesticide usage of 19.7 ml. Crop sowing started on 2024-03-21 and is expected to be harvested by 2024-08-06, spanning 138 days. Yield is 5338.11 kg/hectare. Sensor used is SENS0151 with data recorded on 2024-04-06. Location coordinates are (17.754237, 78.749721). NDVI index is 0.87 and crop disease status is Mild."
FARM0152,North India,Rice,13.02,6.37,24.07,202.21,55.46,8.45,Sprinkler,Organic,5.57,2024-01-23,2024-04-22,90,2655.33,SENS0152,2024-03-07,23.075134,85.659742,0.73,Mild,"Farm FARM0152 located in North India is cultivating Rice. The soil moisture is 13.02%, pH level is 6.37, and temperature is 24.07°C. Rainfall recorded is 202.21 mm with a humidity of 55.46% and sunlight duration of 8.45 hours. Irrigation type used is Sprinkler. Fertilizer type is Organic with a pesticide usage of 5.57 ml. Crop sowing started on 2024-01-23 and is expected to be harvested by 2024-04-22, spanning 90 days. Yield is 2655.33 kg/hectare. Sensor used is SENS0152 with data recorded on 2024-03-07. Location coordinates are (23.075134, 85.659742). NDVI index is 0.73 and crop disease status is Mild."
FARM0153,Central USA,Rice,36.24,7.25,29.66,79.51,84.99,6.01,None,Inorganic,28.57,2024-02-23,2024-06-28,126,4510.13,SENS0153,2024-04-26,21.379944,77.202478,0.6,Mild,"Farm FARM0153 located in Central USA is cultivating Rice. The soil moisture is 36.24%, pH level is 7.25, and temperature is 29.66°C. Rainfall recorded is 79.51 mm with a humidity of 84.99% and sunlight duration of 6.01 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 28.57 ml. Crop sowing started on 2024-02-23 and is expected to be harvested by 2024-06-28, spanning 126 days. Yield is 4510.13 kg/hectare. Sensor used is SENS0153 with data recorded on 2024-04-26. Location coordinates are (21.379944, 77.202478). NDVI index is 0.6 and crop disease status is Mild."
FARM0154,Central USA,Rice,18.93,5.71,26.48,230.69,51.42,7.05,Drip,Organic,16.0,2024-02-12,2024-06-05,114,5680.91,SENS0154,2024-03-05,33.279002,87.149704,0.63,Severe,"Farm FARM0154 located in Central USA is cultivating Rice. The soil moisture is 18.93%, pH level is 5.71, and temperature is 26.48°C. Rainfall recorded is 230.69 mm with a humidity of 51.42% and sunlight duration of 7.05 hours. Irrigation type used is Drip. Fertilizer type is Organic with a pesticide usage of 16.0 ml. Crop sowing started on 2024-02-12 and is expected to be harvested by 2024-06-05, spanning 114 days. Yield is 5680.91 kg/hectare. Sensor used is SENS0154 with data recorded on 2024-03-05. Location coordinates are (33.279002, 87.149704). NDVI index is 0.63 and crop disease status is Severe."
FARM0155,South India,Maize,18.69,7.33,21.4,256.5,68.58,4.72,Drip,Organic,15.04,2024-03-02,2024-06-25,115,2275.71,SENS0155,2024-04-30,31.650806,85.47055,0.49,None,"Farm FARM0155 located in South India is cultivating Maize. The soil moisture is 18.69%, pH level is 7.33, and temperature is 21.4°C. Rainfall recorded is 256.5 mm with a humidity of 68.58% and sunlight duration of 4.72 hours. Irrigation type used is Drip. Fertilizer type is Organic with a pesticide usage of 15.04 ml. Crop sowing started on 2024-03-02 and is expected to be harvested by 2024-06-25, spanning 115 days. Yield is 2275.71 kg/hectare. Sensor used is SENS0155 with data recorded on 2024-04-30. Location coordinates are (31.650806, 85.47055). NDVI index is 0.49 and crop disease status is None."
FARM0156,East Africa,Cotton,10.28,5.9,26.28,125.98,71.14,6.78,None,Organic,37.96,2024-03-25,2024-08-12,140,2980.51,SENS0156,2024-03-26,33.309938,70.478205,0.62,None,"Farm FARM0156 located in East Africa is cultivating Cotton. The soil moisture is 10.28%, pH level is 5.9, and temperature is 26.28°C. Rainfall recorded is 125.98 mm with a humidity of 71.14% and sunlight duration of 6.78 hours. Irrigation type used is None. Fertilizer type is Organic with a pesticide usage of 37.96 ml. Crop sowing started on 2024-03-25 and is expected to be harvested by 2024-08-12, spanning 140 days. Yield is 2980.51 kg/hectare. Sensor used is SENS0156 with data recorded on 2024-03-26. Location coordinates are (33.309938, 70.478205). NDVI index is 0.62 and crop disease status is None."
FARM0157,Central USA,Wheat,36.56,6.25,29.76,126.88,50.26,9.9,None,Inorganic,48.25,2024-01-23,2024-05-09,107,2372.11,SENS0157,2024-02-21,32.432187,80.395184,0.72,Moderate,"Farm FARM0157 located in Central USA is cultivating Wheat. The soil moisture is 36.56%, pH level is 6.25, and temperature is 29.76°C. Rainfall recorded is 126.88 mm with a humidity of 50.26% and sunlight duration of 9.9 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 48.25 ml. Crop sowing started on 2024-01-23 and is expected to be harvested by 2024-05-09, spanning 107 days. Yield is 2372.11 kg/hectare. Sensor used is SENS0157 with data recorded on 2024-02-21. Location coordinates are (32.432187, 80.395184). NDVI index is 0.72 and crop disease status is Moderate."
FARM0158,South USA,Wheat,30.33,6.51,27.74,148.59,69.59,4.37,Sprinkler,Organic,18.13,2024-02-26,2024-06-20,115,4802.9,SENS0158,2024-05-30,18.156289,79.055157,0.44,Mild,"Farm FARM0158 located in South USA is cultivating Wheat. The soil moisture is 30.33%, pH level is 6.51, and temperature is 27.74°C. Rainfall recorded is 148.59 mm with a humidity of 69.59% and sunlight duration of 4.37 hours. Irrigation type used is Sprinkler. Fertilizer type is Organic with a pesticide usage of 18.13 ml. Crop sowing started on 2024-02-26 and is expected to be harvested by 2024-06-20, spanning 115 days. Yield is 4802.9 kg/hectare. Sensor used is SENS0158 with data recorded on 2024-05-30. Location coordinates are (18.156289, 79.055157). NDVI index is 0.44 and crop disease status is Mild."
FARM0159,South India,Soybean,13.81,5.71,23.99,128.51,46.04,6.15,Sprinkler,Inorganic,18.87,2024-02-28,2024-06-04,97,2361.68,SENS0159,2024-05-25,17.605375,84.094096,0.66,Mild,"Farm FARM0159 located in South India is cultivating Soybean. The soil moisture is 13.81%, pH level is 5.71, and temperature is 23.99°C. Rainfall recorded is 128.51 mm with a humidity of 46.04% and sunlight duration of 6.15 hours. Irrigation type used is Sprinkler. Fertilizer type is Inorganic with a pesticide usage of 18.87 ml. Crop sowing started on 2024-02-28 and is expected to be harvested by 2024-06-04, spanning 97 days. Yield is 2361.68 kg/hectare. Sensor used is SENS0159 with data recorded on 2024-05-25. Location coordinates are (17.605375, 84.094096). NDVI index is 0.66 and crop disease status is Mild."
FARM0160,Central USA,Rice,13.19,6.0,22.11,178.36,73.86,5.56,Sprinkler,Organic,47.84,2024-02-18,2024-07-04,137,4200.48,SENS0160,2024-03-13,21.551081,86.077935,0.38,None,"Farm FARM0160 located in Central USA is cultivating Rice. The soil moisture is 13.19%, pH level is 6.0, and temperature is 22.11°C. Rainfall recorded is 178.36 mm with a humidity of 73.86% and sunlight duration of 5.56 hours. Irrigation type used is Sprinkler. Fertilizer type is Organic with a pesticide usage of 47.84 ml. Crop sowing started on 2024-02-18 and is expected to be harvested by 2024-07-04, spanning 137 days. Yield is 4200.48 kg/hectare. Sensor used is SENS0160 with data recorded on 2024-03-13. Location coordinates are (21.551081, 86.077935). NDVI index is 0.38 and crop disease status is None."
FARM0161,North India,Rice,14.58,7.15,22.44,207.57,72.23,7.49,Manual,Organic,5.98,2024-01-07,2024-06-02,147,4583.95,SENS0161,2024-02-08,12.299466,86.945509,0.79,None,"Farm FARM0161 located in North India is cultivating Rice. The soil moisture is 14.58%, pH level is 7.15, and temperature is 22.44°C. Rainfall recorded is 207.57 mm with a humidity of 72.23% and sunlight duration of 7.49 hours. Irrigation type used is Manual. Fertilizer type is Organic with a pesticide usage of 5.98 ml. Crop sowing started on 2024-01-07 and is expected to be harvested by 2024-06-02, spanning 147 days. Yield is 4583.95 kg/hectare. Sensor used is SENS0161 with data recorded on 2024-02-08. Location coordinates are (12.299466, 86.945509). NDVI index is 0.79 and crop disease status is None."
FARM0162,North India,Cotton,11.77,7.35,23.66,231.11,64.81,6.3,None,Organic,20.93,2024-01-09,2024-04-25,107,3784.05,SENS0162,2024-01-28,10.866236,82.383531,0.45,Moderate,"Farm FARM0162 located in North India is cultivating Cotton. The soil moisture is 11.77%, pH level is 7.35, and temperature is 23.66°C. Rainfall recorded is 231.11 mm with a humidity of 64.81% and sunlight duration of 6.3 hours. Irrigation type used is None. Fertilizer type is Organic with a pesticide usage of 20.93 ml. Crop sowing started on 2024-01-09 and is expected to be harvested by 2024-04-25, spanning 107 days. Yield is 3784.05 kg/hectare. Sensor used is SENS0162 with data recorded on 2024-01-28. Location coordinates are (10.866236, 82.383531). NDVI index is 0.45 and crop disease status is Moderate."
FARM0163,South USA,Cotton,40.9,6.46,16.75,145.75,60.96,7.86,Sprinkler,Mixed,49.73,2024-03-26,2024-06-25,91,5957.61,SENS0163,2024-06-25,18.977803,80.890356,0.59,Moderate,"Farm FARM0163 located in South USA is cultivating Cotton. The soil moisture is 40.9%, pH level is 6.46, and temperature is 16.75°C. Rainfall recorded is 145.75 mm with a humidity of 60.96% and sunlight duration of 7.86 hours. Irrigation type used is Sprinkler. Fertilizer type is Mixed with a pesticide usage of 49.73 ml. Crop sowing started on 2024-03-26 and is expected to be harvested by 2024-06-25, spanning 91 days. Yield is 5957.61 kg/hectare. Sensor used is SENS0163 with data recorded on 2024-06-25. Location coordinates are (18.977803, 80.890356). NDVI index is 0.59 and crop disease status is Moderate."
FARM0164,South USA,Maize,16.29,6.14,19.38,273.94,78.93,4.35,None,Mixed,21.08,2024-03-08,2024-06-16,100,2400.54,SENS0164,2024-05-31,16.02882,80.673791,0.77,None,"Farm FARM0164 located in South USA is cultivating Maize. The soil moisture is 16.29%, pH level is 6.14, and temperature is 19.38°C. Rainfall recorded is 273.94 mm with a humidity of 78.93% and sunlight duration of 4.35 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 21.08 ml. Crop sowing started on 2024-03-08 and is expected to be harvested by 2024-06-16, spanning 100 days. Yield is 2400.54 kg/hectare. Sensor used is SENS0164 with data recorded on 2024-05-31. Location coordinates are (16.02882, 80.673791). NDVI index is 0.77 and crop disease status is None."
FARM0165,South India,Soybean,39.63,7.09,22.1,259.81,82.26,5.06,Manual,Mixed,36.39,2024-03-01,2024-07-14,135,4802.24,SENS0165,2024-04-06,24.077722,73.764673,0.89,Severe,"Farm FARM0165 located in South India is cultivating Soybean. The soil moisture is 39.63%, pH level is 7.09, and temperature is 22.1°C. Rainfall recorded is 259.81 mm with a humidity of 82.26% and sunlight duration of 5.06 hours. Irrigation type used is Manual. Fertilizer type is Mixed with a pesticide usage of 36.39 ml. Crop sowing started on 2024-03-01 and is expected to be harvested by 2024-07-14, spanning 135 days. Yield is 4802.24 kg/hectare. Sensor used is SENS0165 with data recorded on 2024-04-06. Location coordinates are (24.077722, 73.764673). NDVI index is 0.89 and crop disease status is Severe."
FARM0166,East Africa,Maize,16.14,5.58,16.12,200.42,41.0,6.87,Manual,Mixed,14.07,2024-01-11,2024-05-25,135,2709.84,SENS0166,2024-04-02,11.488899,72.95424,0.72,Mild,"Farm FARM0166 located in East Africa is cultivating Maize. The soil moisture is 16.14%, pH level is 5.58, and temperature is 16.12°C. Rainfall recorded is 200.42 mm with a humidity of 41.0% and sunlight duration of 6.87 hours. Irrigation type used is Manual. Fertilizer type is Mixed with a pesticide usage of 14.07 ml. Crop sowing started on 2024-01-11 and is expected to be harvested by 2024-05-25, spanning 135 days. Yield is 2709.84 kg/hectare. Sensor used is SENS0166 with data recorded on 2024-04-02. Location coordinates are (11.488899, 72.95424). NDVI index is 0.72 and crop disease status is Mild."
FARM0167,North India,Soybean,40.12,7.42,22.47,285.48,59.78,4.61,Manual,Inorganic,11.14,2024-01-24,2024-06-22,150,3747.47,SENS0167,2024-05-27,26.229507,73.484053,0.88,Moderate,"Farm FARM0167 located in North India is cultivating Soybean. The soil moisture is 40.12%, pH level is 7.42, and temperature is 22.47°C. Rainfall recorded is 285.48 mm with a humidity of 59.78% and sunlight duration of 4.61 hours. Irrigation type used is Manual. Fertilizer type is Inorganic with a pesticide usage of 11.14 ml. Crop sowing started on 2024-01-24 and is expected to be harvested by 2024-06-22, spanning 150 days. Yield is 3747.47 kg/hectare. Sensor used is SENS0167 with data recorded on 2024-05-27. Location coordinates are (26.229507, 73.484053). NDVI index is 0.88 and crop disease status is Moderate."
FARM0168,South India,Soybean,38.51,6.26,29.68,123.63,48.89,4.01,None,Mixed,6.46,2024-03-11,2024-08-06,148,5235.23,SENS0168,2024-05-06,25.991169,72.082205,0.6,Moderate,"Farm FARM0168 located in South India is cultivating Soybean. The soil moisture is 38.51%, pH level is 6.26, and temperature is 29.68°C. Rainfall recorded is 123.63 mm with a humidity of 48.89% and sunlight duration of 4.01 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 6.46 ml. Crop sowing started on 2024-03-11 and is expected to be harvested by 2024-08-06, spanning 148 days. Yield is 5235.23 kg/hectare. Sensor used is SENS0168 with data recorded on 2024-05-06. Location coordinates are (25.991169, 72.082205). NDVI index is 0.6 and crop disease status is Moderate."
FARM0169,North India,Rice,22.14,6.14,27.72,290.77,81.08,8.02,Manual,Inorganic,5.51,2024-01-08,2024-05-21,134,2271.18,SENS0169,2024-03-13,29.6755,84.408272,0.33,Severe,"Farm FARM0169 located in North India is cultivating Rice. The soil moisture is 22.14%, pH level is 6.14, and temperature is 27.72°C. Rainfall recorded is 290.77 mm with a humidity of 81.08% and sunlight duration of 8.02 hours. Irrigation type used is Manual. Fertilizer type is Inorganic with a pesticide usage of 5.51 ml. Crop sowing started on 2024-01-08 and is expected to be harvested by 2024-05-21, spanning 134 days. Yield is 2271.18 kg/hectare. Sensor used is SENS0169 with data recorded on 2024-03-13. Location coordinates are (29.6755, 84.408272). NDVI index is 0.33 and crop disease status is Severe."
